nomelograd,logradouro,arvore,bancos,pontoonibu,pontotaxi,pontomotot,semaforo,trechos,faixapedes,comprimento,arvores_100m_median,bancos_100m_median,semaforos_100m_median,onibus_100m_median,arvores_100m_mean,bancos_100m_mean,semaforos_100m_mean,onibus_100m_mean
RUA MARIA JOSÉ CAROLINO DE LIMA,4057,3,0,0,0,0,0,2,0,234,2.234008357441337,0,0,0,2.234008357441337,0,0,0
RUA MARIA JOSÉ DE FARIAS,25623,6,0,0,0,0,0,3,0,261,1.9801980198019802,0,0,0,2.4915678381024913,0,0,0
RUA MARIA LEAL DE MELO,18570,2,0,0,0,0,0,1,0,94,2.127659574468085,0,0,0,2.127659574468085,0,0,0
RUA MARIA LUCENA BARBOSA,32450,2,0,0,0,0,0,1,0,105,1.9047619047619049,0,0,0,1.9047619047619049,0,0,0
RUA MARIA MENEZES DE MELO,36595,4,0,0,0,0,0,2,0,160,2.666666666666667,0,0,0,2.666666666666667,0,0,0
RUA MARIA MINERVINA DE FIGUEIRÊDO,12890,10,0,0,0,0,0,6,0,427,2.684684684684685,0,0,0,2.3731086554397445,0,0,0
RUA MARIA NECI BARBOSA DA SILVA,29319,6,0,0,0,0,0,3,0,345,1.8018018018018018,0,0,0,1.7678284344951012,0,0,0
RUA MARIA OLÍVIA MENDES BRAGA,19844,5,0,0,0,0,0,2,0,336,1.4998314796090328,0,0,0,1.4998314796090328,0,0,0
RUA MARIA OURIQUES DE ARAÚJO,13153,3,0,0,0,0,0,2,0,126,2.3191094619666046,0,0,0,2.3191094619666046,0,0,0
RUA MARIA PEQUENO DE LUCENA,18694,2,0,1,0,0,0,1,0,178,1.1235955056179776,0,0,0.5617977528089888,1.1235955056179776,0,0,0.5617977528089888
RUA MARIA PEREIRA BRANDÃO,37672,11,0,2,0,0,0,7,0,493,2.127659574468085,0,0,0,2.375016532718015,0,0,0.2197802197802198
RUA MARIA PROCÓPIO VIEIRA,31780,3,0,0,0,0,0,2,0,101,2.980392156862745,0,0,0,2.980392156862745,0,0,0
RUA MARIA RIBEIRO MACHADO,36129,8,0,0,0,0,0,2,0,379,2.246059025720043,0,0,0,2.246059025720043,0,0,0
RUA MARIA RODRIGUES AMORIM,37257,2,0,0,0,0,0,1,0,73,2.73972602739726,0,0,0,2.73972602739726,0,0,0
RUA MARIA ROSA,28061,8,0,0,0,0,0,4,0,234,3.165503489531406,0,0,0,3.6231788996093335,0,0,0
RUA MARIA VERA LÚCIA DA COSTA,700212,1,0,0,0,0,0,1,0,93,1.0752688172043012,0,0,0,1.0752688172043012,0,0,0
RUA MARIA VIEIRA CÉSAR,3743,23,0,1,0,0,0,7,0,964,2.8301886792452833,0,0,0,2.813569869711002,0,0,0.10427528675703858
RUA MARIANA,27375,11,0,0,0,0,0,5,0,476,4,0,0,0,3.434253557018475,0,0,0
RUA MARINALDO VITORINO BATISTA FILHO,20427,9,0,0,0,0,0,5,0,828,1.1049723756906076,0,0,0,1.0775441985507896,0,0,0
RUA MARINETE FERREIRA DA SILVA,700077,2,0,0,0,0,0,2,0,151,1.4536003080477475,0,0,0,1.4536003080477475,0,0,0
RUA MARINHEIRA AGRA,6998,26,0,1,0,0,0,15,0,1008,2.941176470588235,0,0,0,2.7956634389224733,0,0,0.1075268817204301
RUA MÁRIO DA COSTA AGRA,12017,11,1,0,0,0,0,5,0,278,4,0,0,0,3.9742988194601097,0.3076923076923077,0,0
RUA MÁRIO DAVID ANDREAZZA,5401,16,0,0,0,0,0,10,0,714,1.991281949673073,0,0,0,3.957109853182685,0,0,0
RUA MÁRIO MARTINS RAPOSO,36099,4,0,0,0,0,0,1,0,143,2.797202797202797,0,0,0,2.797202797202797,0,0,0
RUA MÁRIO RODRIGUES COURA,31283,18,0,0,0,0,0,11,0,924,3.6363636363636362,0,0,0,3.1299579181476807,0,0,0
RUA MARIVALDO BARBOSA ALVES,13528,6,0,0,0,0,0,4,0,560,0.8732048784008084,0,0,0,1.3964282852324643,0,0,0
RUA MARQUÊS DE HERVAL,108,12,0,3,3,0,2,5,5,452,2.857142857142857,0,0,0,3.5021283993926584,0,0.5258989386979249,0.34285714285714286
RUA MARROCOS,700127,8,0,0,0,0,0,4,0,215,3.7412587412587412,0,0,0,3.732698336146612,0,0,0
RUA MARTA REGINA,700343,1,0,0,0,0,0,1,0,105,0.9523809523809524,0,0,0,0.9523809523809524,0,0,0
RUA MARTINHO LUTERO,31542,2,0,0,0,0,0,1,0,86,2.3255813953488373,0,0,0,2.3255813953488373,0,0,0
RUA MARTINS JÚNIOR,25143,13,0,2,0,0,0,9,0,869,1.3333333333333335,0,0,0,1.8282421563371622,0,0,0.09220839096357769
RUA MATIAS VASCONCELOS COSTA,11843,4,0,0,0,0,0,1,0,216,1.8518518518518516,0,0,0,1.8518518518518516,0,0,0
RUA MATO GROSSO,6009,7,0,0,0,0,0,4,0,448,1.6433189655172413,0,0,0,1.8554347352838731,0,0,0
RUA MAURÍCIO ARRUDA FIGUEIRÊDO,28584,2,0,0,0,0,0,1,0,137,1.4598540145985401,0,0,0,1.4598540145985401,0,0,0
RUA MAURÍCIO TRAVASSOS DE MOURA,24716,7,0,0,0,0,0,5,0,298,2.7777777777777777,0,0,0,2.661075036075036,0,0,0
RUA MAURÍLIO PACHECO DE BRITO,36722,4,0,1,0,0,0,4,0,330,1.4079670329670328,0,0,0,1.4040509928667824,0,0,0.21929824561403508
RUA MAURÍLIO SILVA SANTOS,32352,7,0,0,0,0,0,4,0,392,2.003981420039814,0,0,0,1.8788654076493216,0,0,0
RUA MAXIMIANO CHAVES,8214,10,0,0,0,0,0,5,0,490,1.7543859649122806,0,0,0,2.7839869109567377,0,0,0
RUA MAXIMIANO MACHADO,17523,13,0,2,0,0,0,6,0,433,2.904040404040404,0,0,0,3.053381211948987,0,0,0.39215686274509803
RUA MECÂNICO JOSÉ GUEDES,32158,4,0,0,0,0,0,2,0,391,2.024438231334783,0,0,0,2.024438231334783,0,0,0
RUA MELO LEITÃO,10456,13,0,1,0,0,0,7,1,303,3.9215686274509802,0,0,0,5.548421724892313,0,0,0.21008403361344535
RUA MELQUÍADES DA SILVA VIANA,1600,4,0,0,0,0,0,2,0,292,1.3865147198480532,0,0,0,1.3865147198480532,0,0,0
RUA MEN DE SÁ,16764,35,0,6,0,0,0,19,0,1182,2.666666666666667,0,0,0,5.7122854924527955,0,0,0.5544974193194742
RUA MESTRE HONÓRIO,2968,2,0,0,0,0,0,1,0,130,1.5384615384615385,0,0,0,1.5384615384615385,0,0,0
RUA MIGUEL BARRETO,388,3,0,0,0,0,0,2,0,177,1.850632244467861,0,0,0,1.850632244467861,0,0,0
RUA MIGUEL COUTO,11363,10,0,1,0,0,4,5,3,481,2.8169014084507045,0,0.4273504273504274,0,3.2727819910918505,0,1.0338268929818226,0.08547008547008547
RUA MIGUEL RODRIGUES DANTAS,2682,9,0,0,0,0,0,4,0,237,3.1746031746031744,0,0,0,8.522233094150902,0,0,0
RUA MIGUEL TIMÓTEO DE SOUZA,5088,2,0,0,0,0,0,1,0,98,2.0408163265306123,0,0,0,2.0408163265306123,0,0,0
RUA MIGUEL VASCONCELOS,11487,2,0,0,0,0,0,1,0,124,1.6129032258064515,0,0,0,1.6129032258064515,0,0,0
RUA MILITÃO MARQUES,6750,8,0,0,0,0,0,2,0,174,8.767951625094481,0,0,0,8.767951625094481,0,0,0
RUA MILTON XAVIER DE LIRA,35858,13,0,0,0,0,0,7,0,425,3.225806451612903,0,0,0,3.1033357421511836,0,0,0
RUA MINAS GERAIS,24449,20,0,1,0,0,0,10,0,559,3.5130970724191064,0,0,0,7.782981244845651,0,0,0.125
RUA MINISTRO ALCIDES CARNEIRO,20842,12,0,0,0,0,0,16,0,2092,0,0,0,0,1.2109153306071543,0,0,0
RUA MINISTRO DILSON FUNARO,32948,11,0,0,0,0,0,6,0,642,1.550387596899225,0,0,0,1.7425369944031486,0,0,0
RUA MINISTRO MARCOS FREIRE,32964,4,0,0,0,0,0,2,0,186,2.2660818713450293,0,0,0,2.2660818713450293,0,0,0
RUA MIRIAM ALVES DE MELO,6459,9,0,0,0,0,0,6,0,563,1.55168297923132,0,0,0,2.057756748798128,0,0,0
RUA MIRIAM DE LOURDES LIMA,1449,6,0,0,0,0,0,3,0,340,1.6,0,0,0,1.8074074074074076,0,0,0
RUA MOISÉS MISAEL DE PAULA,16179,4,0,0,0,0,0,1,0,183,2.185792349726776,0,0,0,2.185792349726776,0,0,0
RUA MOISÉS SILVA VENTURA,31844,3,0,0,0,0,0,2,0,255,1.1995806093499444,0,0,0,1.1995806093499444,0,0,0
RUA MÔNACO,20494,8,0,0,0,0,0,3,0,479,1.5384615384615385,0,0,0,1.6430243884322495,0,0,0
RUA MONSENHOR JOSÉ COUTINHO,26824,22,0,0,0,0,0,14,0,978,2.4399765762248684,0,0,0,2.604063528784585,0,0,0
RUA MONSENHOR SALES,213,2,0,0,0,1,0,2,2,128,1.6016016016016015,0,0,0,1.6016016016016015,0,0,0
RUA MONTE SANTO,701,12,2,2,0,1,0,5,1,651,1.9047619047619049,0,0,0,2.165311582817161,0.5263157894736842,0,0.29917184265010355
RUA MONTEIRO LOBATO,1279,21,0,0,0,0,0,9,0,1022,2.2388059701492535,0,0,0,2.425843580814835,0,0,0
RUA MONTEVIDÉO,493,25,0,2,1,2,3,15,1,1060,2.5974025974025974,0,0,0,9.427339699662898,0,0.26659795735364333,0.19358741681790684
RUA MOSCOU,520460,15,0,1,0,0,0,6,0,1374,1.1887125220458552,0,0,0,1.4185024094135705,0,0,0.04284490145672665
RUA MOSSORÓ,19550,3,0,0,0,0,0,2,0,466,0.6916176692296095,0,0,0,0.6916176692296095,0,0,0
RUA MÚSICO OVÍDIO LEOCÁDIO,700180,4,0,0,0,0,0,2,0,82,4.5625,0,0,0,4.5625,0,0,0
RUA NANÁ DE OLIVEIRA PIMENTEL,28207,6,0,0,0,0,0,5,0,330,1.7543859649122806,0,0,0,2.437636980509507,0,0,0
RUA NAPOLEÃO ARACI DE MEDEIROS,38954,4,0,0,0,0,0,2,0,134,2.9957522915269394,0,0,0,2.9957522915269394,0,0,0
RUA NAPOLEÃO LAUREANO,3050,21,0,0,0,0,0,9,0,815,2.2988505747126435,0,0,0,2.618016558894409,0,0,0
RUA NATAL,29068,5,0,0,0,0,0,2,0,251,2.01807995925643,0,0,0,2.01807995925643,0,0,0
RUA NATANAEL BELO,28436,2,0,0,0,0,0,1,0,159,1.257861635220126,0,0,0,1.257861635220126,0,0,0
RUA NATANAEL NÓBREGA DE LUCENA,36927,4,0,0,0,0,0,1,0,206,1.9417475728155338,0,0,0,1.9417475728155338,0,0,0
RUA NAZINHA GOES DE ALBUQUERQUE,14737,26,0,0,0,0,0,13,0,727,3.278688524590164,0,0,0,5.839716834673369,0,0,0
RUA NECO BELO,24996,5,0,0,0,0,1,2,0,210,2.376632801161103,0,0.4807692307692308,0,2.376632801161103,0,0.4807692307692308,0
RUA NELLY DE MEDEIROS OLIVEIRA,15245,2,0,0,0,0,0,1,0,68,2.941176470588235,0,0,0,2.941176470588235,0,0,0
RUA NELY VIEIRA DE LACERDA,34967,15,0,1,0,0,0,9,0,690,1.7857142857142856,0,0,0,2.4162809875749978,0,0,0.15432098765432098
RUA NEREU GUSMÃO BASTOS,36226,10,0,0,0,0,0,4,0,629,1.515671471059254,0,0,0,1.5856503050660509,0,0,0
RUA NEUZA BORBOREMA DE SOUZA,3794,17,0,0,0,0,0,9,0,1061,1.6260162601626018,0,0,0,2.9639728324812253,0,0,0
RUA NEUZA PEREIRA BORGES,33723,4,0,0,0,0,0,2,0,140,3.8095238095238098,0,0,0,3.8095238095238098,0,0,0
RUA NEWTON PAIVA FERNANDES,9962,13,0,0,0,0,0,11,0,336,3.4482758620689653,0,0,0,4.878022772337727,0,0,0
RUA NEY CÂMARA,16659,2,0,0,0,0,0,1,0,133,1.5037593984962405,0,0,0,1.5037593984962405,0,0,0
RUA NILDA DE QUEIROZ NEVES,28282,2,0,0,0,0,0,1,0,94,2.127659574468085,0,0,0,2.127659574468085,0,0,0
RUA NILEIDE MARTINS SOARES,36137,8,0,0,0,0,0,2,0,343,2.3986013986013983,0,0,0,2.3986013986013983,0,0,0
RUA NILO PEÇANHA,515,36,0,2,0,0,1,17,2,1747,2.1739130434782608,0,0,0,2.3642598454705848,0,0.03480682213713888,0.10242007433456957
RUA NIVALDO HENRIQUES DE OLIVEIRA,20125,7,0,0,0,0,0,4,0,215,2.6077097505668934,0,0,0,7.350863422291994,0,0,0
RUA NOBELINO TEIXEIRA DE BRITO,24112,4,0,0,0,0,0,2,0,247,1.5232035928143712,0,0,0,1.5232035928143712,0,0,0
RUA NOSSA SENHORA APARECIDA,700148,1,0,0,0,0,0,1,0,187,0.53475935828877,0,0,0,0.53475935828877,0,0,0
RUA NOSSA SENHORA DA PENHA,32566,1,0,0,0,0,0,1,0,71,1.4084507042253522,0,0,0,1.4084507042253522,0,0,0
RUA NOSSA SENHORA DAS DORES,32475,3,0,0,0,0,0,1,0,174,1.7241379310344827,0,0,0,1.7241379310344827,0,0,0
RUA NOSSA SENHORA DE FÁTIMA,9865,4,0,0,0,0,0,2,0,286,1.6024204392649035,0,0,0,1.6024204392649035,0,0,0
RUA NOSSA SENHORA DE LOURDES,3735,19,0,0,0,0,0,7,0,974,1.6260162601626018,0,0,0,2.4268819319785706,0,0,0
RUA NOSSA SENHORA DO CARMO,700189,7,0,0,0,0,0,4,0,279,3.185185185185185,0,0,0,2.88477967736538,0,0,0
RUA NOVA,700155,2,0,0,0,0,0,2,0,175,1.2681159420289856,0,0,0,1.2681159420289856,0,0,0
RUA OBDEDON LICARIÃO,6572,15,0,1,0,0,0,8,0,541,2.9827662395050814,0,0,0,3.046683640169794,0,0,0.17123287671232876
RUA OBERDAN ALVES GOMES,20303,5,0,0,0,0,0,3,0,209,2.0202020202020203,0,0,0,2.5032066698733364,0,0,0
RUA ODON BEZERRA,24511,22,0,2,0,0,3,12,3,911,2.3669467787114846,0,0,0,2.373032935839728,0,0.29728417386645234,0.1851170021273114
RUA ODON SEVERIANO DE SOUSA,37044,10,0,0,0,0,0,8,0,612,1.5277777777777777,0,0,0,1.8764527636746684,0,0,0
RUA OFICIAL DE JUSTIÃA ANTÔNIO GOMES,6360,9,0,0,0,0,0,5,0,401,2.7027027027027026,0,0,0,2.8544177542158167,0,0,0
RUA OITENTA E DOIS,700332,2,0,0,0,0,0,1,0,196,1.0204081632653061,0,0,0,1.0204081632653061,0,0,0
RUA OITENTA E TRÊS,26972,1,0,0,0,0,0,1,0,205,0.4878048780487805,0,0,0,0.4878048780487805,0,0,0
RUA OITO DE DEZEMBRO,12769,3,0,0,0,0,0,1,0,150,2,0,0,0,2,0,0,0
RUA OLAVO BILAC,17620,2,0,0,0,0,0,1,0,186,1.0752688172043012,0,0,0,1.0752688172043012,0,0,0
RUA OLEGÁRIO AZEVEDO,11452,5,0,0,0,0,0,3,0,260,1.8691588785046727,0,0,0,2.1187794552280534,0,0,0
RUA OLEGARIO MACIEL,27600,29,0,4,0,1,0,15,0,1167,2.8169014084507045,0,0,0,4.028309710756933,0,0,0.3919406104172479
RUA OLEGÁRIO MARIANO,12572,8,0,0,0,0,0,4,0,437,1.844532279314888,0,0,0,1.9862022035935079,0,0,0
RUA OLGA DE AZEVEDO DE OLIVEIRA,6629,18,0,1,0,0,0,10,0,681,3.1342062193126026,0,0,0,3.092724195261811,0,0,0.15625
RUA OLÍMPIO ELOY DA SILVA,700249,2,0,0,0,0,0,1,0,221,0.904977375565611,0,0,0,0.904977375565611,0,0,0
RUA OLINDA,18465,16,0,5,0,0,0,15,1,800,2,0,0,0,2.4315164353196734,0,0,1.1196408529741864
RUA OLINDINA PEDRO SANTOS,32336,10,0,0,0,0,0,6,0,549,1.8706293706293706,0,0,0,2.2230997393651917,0,0,0
RUA OLÍVIA CATÃO DE LUCENA,37206,9,0,0,0,0,0,7,0,425,2,0,0,0,2.468073734057218,0,0,0
RUA OLÍVIO RIQUE FERREIRA,34576,1,0,0,0,0,0,1,0,73,1.36986301369863,0,0,0,1.36986301369863,0,0,0
RUA ONALDO TAVARES AGRA,32093,9,0,0,0,0,0,5,0,577,1.4084507042253522,0,0,0,2.1229178786245324,0,0,0
RUA ONILDO RIBEIRO DE ASSIS,33324,4,0,0,0,0,0,2,0,247,1.8936258278145695,0,0,0,1.8936258278145695,0,0,0
RUA ORDENEZ TROVÃO DE MELO,2992,10,0,0,0,0,0,5,0,501,1.8867924528301887,0,0,0,2.30426121014565,0,0,0
RUA ORESTES FIALHO DE ARAÚJO,4065,2,0,0,0,0,0,1,0,245,0.8163265306122449,0,0,0,0.8163265306122449,0,0,0
RUA ORLANDO CAVALCANTE DE OLIVEIRA,14141,2,0,0,0,0,0,1,0,201,0.9950248756218906,0,0,0,0.9950248756218906,0,0,0
RUA OSCAR GUEDES DE MOURA,9164,5,0,0,0,0,0,2,0,146,3.424657534246575,0,0,0,3.424657534246575,0,0,0
RUA OSCAR MACHADO DE MEDEIROS,28711,1,0,0,0,0,0,1,0,25,4,0,0,0,4,0,0,0
RUA OSWALDO CRUZ,9377,46,0,11,0,0,1,27,1,1494,3.389830508474576,0,0,0,4.980815226956196,0,0.0322061191626409,1.0034249408819433
RUA OTACÍLIO COLAÃO DA COSTA,33537,5,0,0,0,0,0,3,0,179,3.571428571428571,0,0,0,2.9420110406025897,0,0,0
RUA OTACÍLIO DE ALBUQUERQUE,11401,5,0,0,0,0,0,3,0,347,1.8867924528301887,0,0,0,2.2063117699910153,0,0,0
RUA OTACÍLIO NEPOMUCENO,11932,72,2,9,0,1,2,32,0,2957,2.7027027027027026,0,0,0,3.3942703659156335,0.058168815471394034,0.08229383229383229,0.3244188263029761
RUA OTAVIANO BEZERRA DA CUNHA,9423,4,0,0,0,0,0,1,0,182,2.197802197802198,0,0,0,2.197802197802198,0,0,0
RUA OTÁVIO NEIVA FREIRE,14109,2,0,0,0,0,0,1,0,152,1.3157894736842104,0,0,0,1.3157894736842104,0,0,0
RUA OTÍLIA CAVALCANTE,7927,2,0,0,0,0,0,1,0,83,2.4096385542168677,0,0,0,2.4096385542168677,0,0,0
RUA OTÍLIA DONATO,9440,4,0,0,0,0,0,1,0,182,2.197802197802198,0,0,0,2.197802197802198,0,0,0
RUA OTÍLIA PEREIRA DA CUNHA,35157,18,0,0,0,0,0,10,0,685,2.7027027027027026,0,0,0,3.6867787758919697,0,0,0
RUA OURO BRANCO,590,18,0,1,0,0,0,7,0,1007,1.3333333333333335,0,0,0,2.162747889749545,0,0,0.08305647840531562
RUA PABLO NERUDA,12009,4,0,0,0,0,0,3,0,207,1.5625,0,0,0,1.8883547008547008,0,0,0
RUA PACÍFICO LICARIÃO DA TRINDADE,23574,5,0,1,0,0,0,2,0,354,1.4221867517956903,0,0,0.2857142857142857,1.4221867517956903,0,0,0.2857142857142857
RUA PADRE ANCHIETA,12548,15,0,0,0,0,0,10,0,414,4.096989966555184,0,0,0,4.792763695195852,0,0,0
RUA PADRE ANTÔNIO,22470,20,0,0,0,0,0,10,0,1159,1.9647306881349436,0,0,0,2.2665058048334044,0,0,0
RUA PADRE ANTÔNIO PEREIRA,17787,3,0,0,0,0,0,2,0,157,2.0815811606391925,0,0,0,2.0815811606391925,0,0,0
RUA PADRE ARISTIDES FERREIRA DA CRUZ,15776,3,0,1,0,0,0,2,0,283,1.0297600659046444,0,0,0.4273504273504274,1.0297600659046444,0,0,0.4273504273504274
RUA PADRE CORNÉLIO,700248,2,0,0,0,0,0,1,0,210,0.9523809523809524,0,0,0,0.9523809523809524,0,0,0
RUA PADRE IBIAPINA,418,2,0,0,0,0,0,2,0,218,0.956392032991138,0,0,0,0.956392032991138,0,0,0
RUA PADRE NÓBREGA,12530,5,0,0,0,0,0,5,0,148,2.7027027027027026,0,0,0,4.015423626407608,0,0,0
RUA PADRE OSCAR CAVALCANTI,19194,2,0,0,0,0,0,2,0,78,2.579365079365079,0,0,0,2.579365079365079,0,0,0
RUA PAISAGISTA ROBERTO BURLE MARX,36773,5,0,0,0,0,0,3,0,162,3.389830508474576,0,0,0,3.017462763225475,0,0,0
RUA PALESTINA,16799,23,0,0,0,0,0,10,0,837,2.721214365049981,0,0,0,3.094761033090112,0,0,0
RUA PALMARES,27286,6,0,1,0,0,0,3,0,230,3.389830508474576,0,0,0,3.305516021908828,0,0,0.2544529262086514
RUA PALMIRA CARTAXO LEITE,22560,9,0,0,0,0,0,4,0,914,1.0315941879104402,0,0,0,1.0174693347578956,0,0,0
RUA PAPA JOÃO PAULO I,6033,21,0,1,0,0,0,11,0,540,4.838709677419355,0,0,0,7.520019707207886,0,0,0.1336898395721925
RUA PAPA JOÃO XXIII,24570,4,0,0,0,0,0,2,0,181,2.210552027357108,0,0,0,2.210552027357108,0,0,0
RUA PAPA LEÃO X,5983,8,0,1,0,0,0,4,0,254,3.1280547409579667,0,0,0,3.1711702276218405,0,0,0.4032258064516129
RUA PAPA PAULO VI,6424,12,0,2,0,0,0,7,0,367,3.0303030303030303,0,0,0,3.5273150135407034,0,0,0.4462279293739968
RUA PAPA PIO X,1392,13,0,0,0,0,0,7,0,672,1.8867924528301887,0,0,0,2.173529151839881,0,0,0
RUA PARAGUAI,7005,1,0,0,0,0,0,1,0,115,0.8695652173913043,0,0,0,0.8695652173913043,0,0,0
RUA PARAÍBA,15652,5,0,3,0,0,0,5,1,479,1.1904761904761905,0,0,0.5988023952095809,1.2399776400763851,0,0,0.5670997932854949
RUA PARANÁ,6521,15,0,1,0,0,0,10,0,733,2.163247100802854,0,0,0,2.492499826138075,0,0,0.078125
RUA PARNAÍBA,19410,3,0,0,0,0,0,1,0,247,1.214574898785425,0,0,0,1.214574898785425,0,0,0
RUA PASTOR JOÃO NOBERTO DA SILVA,25690,5,0,0,0,0,0,2,0,205,2.5396825396825395,0,0,0,2.5396825396825395,0,0,0
RUA PASTOR RAUL DE SOUZA COSTA,8079,2,0,0,0,0,0,1,0,180,1.1111111111111112,0,0,0,1.1111111111111112,0,0,0
RUA PASTOR ROBERT REID KALLEY,5363,11,0,0,0,0,0,4,0,390,3.3028455284552845,0,0,0,5.952122064926943,0,0,0
RUA PASTOR XIMENES,14796,3,0,0,0,0,0,2,0,72,4.166666666666666,0,0,0,4.166666666666666,0,0,0
RUA PATOS,19429,12,0,0,0,0,0,7,0,509,2,0,0,0,2.655986496228211,0,0,0
RUA PATRÍCIO LEAL DE MELO,36102,5,0,0,0,0,0,2,0,230,2.204457364341085,0,0,0,2.204457364341085,0,0,0
RUA PAULINO MAIA DE SOUSA,16616,10,0,0,0,0,0,5,0,432,3.4482758620689653,0,0,0,6.007594664926341,0,0,0
RUA PAULISTA,27421,9,0,1,0,0,0,7,0,481,1.9047619047619049,0,0,0,1.865476281513883,0,0,0.24213075060532688
RUA PAULO AFONSO,10871,8,0,0,0,0,0,4,0,214,2.919863597612958,0,0,0,8.4345694799659,0,0,0
RUA PAULO DE FRONTIN,12696,22,5,2,0,0,0,7,3,954,2.898550724637681,0,0,0,3.136831617477884,0.41842245830613095,0,0.16816032603319683
RUA PAULO LUIZ OLIVEIRA,28886,11,0,0,0,0,0,5,0,387,3.9215686274509802,0,0,0,3.7286623446142864,0,0,0
RUA PAULO MATHIAS,700299,2,0,0,0,0,0,2,0,109,1.8613387978142075,0,0,0,1.8613387978142075,0,0,0
RUA PAULO PONTES,9580,15,0,0,0,0,0,7,0,671,2.3529411764705883,0,0,0,2.854214134044807,0,0,0
RUA PAULO TORRES FAUSTO,36897,5,0,0,0,0,0,4,0,140,2.8665028665028665,0,0,0,4.139079370346716,0,0,0
RUA PEDRO ÁLVARES CABRAL,17701,4,0,0,1,0,0,4,0,426,1.006679389312977,0,0,0,1.1001640339858245,0,0,0
RUA PEDRO AMÉRICO,11290,1,0,0,0,0,0,1,0,122,0.819672131147541,0,0,0,0.819672131147541,0,0,0
RUA PEDRO ARAGÃO,14850,8,0,0,0,0,0,2,0,269,2.988888888888889,0,0,0,2.988888888888889,0,0,0
RUA PEDRO BARBOSA,25305,3,0,0,0,0,0,1,0,208,1.4423076923076923,0,0,0,1.4423076923076923,0,0,0
RUA PEDRO BEZERRA,1228,4,0,0,0,0,0,1,0,218,1.834862385321101,0,0,0,1.834862385321101,0,0,0
RUA PEDRO CLEMENTINO,14613,2,0,0,0,0,0,1,0,222,0.9009009009009009,0,0,0,0.9009009009009009,0,0,0
RUA PEDRO DA COSTA AGRA,6971,24,0,4,0,1,0,10,0,956,2.837162837162837,0,0,0,3.2197376697376696,0,0,0.3931623931623932
RUA PEDRO EUGÊNIO DE SOUZA,22802,1,0,0,0,0,0,1,0,167,0.5988023952095809,0,0,0,0.5988023952095809,0,0,0
RUA PEDRO FARIAS,28215,1,0,0,0,0,0,1,0,152,0.6578947368421052,0,0,0,0.6578947368421052,0,0,0
RUA PEDRO FEITOSA NEVES,9385,13,0,0,0,0,0,7,0,574,2.197802197802198,0,0,0,5.10026705991638,0,0,0
RUA PEDRO FRANCISCO DO NASCIMENTO,18970,3,0,0,0,0,0,2,0,177,1.74984783931832,0,0,0,1.74984783931832,0,0,0
RUA PEDRO GALDINO,700247,6,0,0,0,0,0,3,0,157,3.9215686274509802,0,0,0,3.8309990662931837,0,0,0
RUA PEDRO GONÇALVES DE SOUZA,31860,1,0,0,0,0,0,1,0,221,0.4524886877828055,0,0,0,0.4524886877828055,0,0,0
RUA PEDRO GUILHERMINO BARBOSA,700273,2,0,1,0,0,0,1,0,146,1.36986301369863,0,0,0.684931506849315,1.36986301369863,0,0,0.684931506849315
RUA PEDRO IVO LEAL,26786,4,0,0,0,0,0,1,0,183,2.185792349726776,0,0,0,2.185792349726776,0,0,0
RUA PEDRO LEAL,15598,14,0,6,0,2,1,7,1,726,3.0303030303030303,0,0,0,2.556960485464356,0,0.24213075060532688,0.7200504687941873
RUA PEDRO LEÃO,12874,4,0,0,0,0,0,3,0,215,1.5151515151515151,0,0,0,1.8443898443898445,0,0,0
RUA PEDRO LIRA LEITE,31526,3,0,0,0,0,0,1,0,92,3.260869565217391,0,0,0,3.260869565217391,0,0,0
RUA PEDRO MACIEL FERREIRA,33049,3,0,0,0,0,0,1,0,190,1.5789473684210527,0,0,0,1.5789473684210527,0,0,0
RUA PEDRO MARCELINO DINIZ,18562,3,0,0,0,0,0,1,0,207,1.4492753623188406,0,0,0,1.4492753623188406,0,0,0
RUA PEDRO MARIANO DE MELO,20397,6,0,0,0,0,0,4,0,231,2.3137254901960786,0,0,0,2.600217864923747,0,0,0
RUA PEDRO MARRECO,8133,4,0,0,0,0,0,2,0,275,1.4813617754794226,0,0,0,1.4813617754794226,0,0,0
RUA PEDRO OTÁVIO DE FARIAS,24643,52,0,1,0,0,0,32,0,1899,2.7031963470319633,0,0,0,12.361277748592206,0,0,1.5625
RUA PEDRO PEREIRA DE ALMEIDA,27162,8,0,0,0,0,0,3,0,223,3.1914893617021276,0,0,0,3.6717578886623845,0,0,0
RUA PEDRO SILVA,14060,19,0,0,0,0,0,8,0,777,2.744360902255639,0,0,0,2.7888226558612437,0,0,0
RUA PEDRO SIQUEIRA LUNA,26948,3,0,0,0,0,0,1,0,94,3.1914893617021276,0,0,0,3.1914893617021276,0,0,0
RUA PEDRO SOARES,6831,3,0,0,0,0,0,1,0,88,3.4090909090909087,0,0,0,3.4090909090909087,0,0,0
RUA PEDRO SOARES DA SILVA,14486,8,0,0,0,0,0,4,0,326,2.5206087507926442,0,0,0,2.481064609314451,0,0,0
RUA PEDRO VICTOR SAMPAIO,20052,1,0,0,0,0,0,1,0,104,0.9615384615384616,0,0,0,0.9615384615384616,0,0,0
RUA PENEDO,18422,2,0,0,0,0,0,2,0,179,1.3710171568627452,0,0,0,1.3710171568627452,0,0,0
