nomelograd,logradouro,arvore,bancos,pontoonibu,pontotaxi,pontomotot,semaforo,trechos,faixapedes,comprimento,arvores_100m_median,bancos_100m_median,semaforos_100m_median,onibus_100m_median,arvores_100m_mean,bancos_100m_mean,semaforos_100m_mean,onibus_100m_mean
RUA CÍCERO PEREIRA DE FARIAS,27138,3,0,0,0,0,0,2,0,139,2.106186924089513,0,0,0,2.106186924089513,0,0,0
RUA CIRILO RODRIGUES DE ARAÚJO,31640,5,0,0,0,0,0,3,0,165,3.7037037037037033,0,0,0,3.0671421801328544,0,0,0
RUA CLAUDINO GABINO DE OLIVEIRA,24023,2,0,0,0,0,0,1,0,120,1.6666666666666667,0,0,0,1.6666666666666667,0,0,0
RUA CLAUDINO GABINO DE OLIVEIRA,25119,21,0,0,0,0,0,11,0,1424,1.5873015873015872,0,0,0,1.7786624681619327,0,0,0
RUA CLAUDINO RAMOS COLAÃO,15229,3,1,0,0,0,0,1,0,114,2.631578947368421,0.8771929824561403,0,0,2.631578947368421,0.8771929824561403,0,0
RUA CLAUDIO ALVES DA SILVA,4022,1,0,0,0,0,0,1,0,101,0.9900990099009901,0,0,0,0.9900990099009901,0,0,0
RUA CLÁUDIO BEZERRA DE LIMA,33430,3,0,0,0,0,0,1,0,176,1.7045454545454544,0,0,0,1.7045454545454544,0,0,0
RUA CLÁUDIO LEITE DE ANDRADE,26077,5,0,0,0,0,0,2,0,218,4.489044017839829,0,0,0,4.489044017839829,0,0,0
RUA CLAYTON ISMAEL,3077,9,0,0,0,0,0,4,0,324,2.9786935800392484,0,0,0,3.2984037461354037,0,0,0
RUA CLEMENTINO CÂNDIDO FERNANDES,20907,2,0,0,0,0,0,1,0,136,1.4705882352941175,0,0,0,1.4705882352941175,0,0,0
RUA CLEMENTINO SIQUEIRA,3670,22,0,0,0,0,0,10,0,1376,1.4870093974571588,0,0,0,2.04839016792651,0,0,0
RUA CLEUDO LEITE DO NASCIMENTO,18635,4,0,0,0,0,0,1,0,196,2.0408163265306123,0,0,0,2.0408163265306123,0,0,0
RUA CLODOALDO MEDEIROS DE ARAÚJO,32204,2,0,0,0,0,0,1,0,46,4.3478260869565215,0,0,0,4.3478260869565215,0,0,0
RUA CLÓVIS AGRA BRANDÃO DE QUEIROZ,25674,7,0,0,0,0,0,4,0,181,3.8838612368024132,0,0,0,3.885326844816301,0,0,0
RUA CLÓVIS ANTÔNIO DA COSTA,35327,14,0,0,0,0,0,7,0,402,3.6363636363636362,0,0,0,3.6609107010768,0,0,0
RUA CLÓVIS TIMÓTEO DE SOUZA,33715,2,0,0,0,0,0,1,0,162,1.2345679012345678,0,0,0,1.2345679012345678,0,0,0
RUA COELHO LISBOA,12670,7,0,0,0,0,0,5,0,358,1.8518518518518516,0,0,0,2.0486179730347023,0,0,0
RUA COLÔMBIA,16730,5,0,0,0,0,0,3,0,299,2.0408163265306123,0,0,0,2.0102384388098673,0,0,0
RUA COMPOSITOR JOÃO BATISTA DO VALE,25569,1,0,0,0,0,0,1,0,151,0.6622516556291391,0,0,0,0.6622516556291391,0,0,0
RUA COMPOSITOR ROSIL CAVALCANTE,20680,1,0,0,0,0,0,6,0,966,0,0,0,0,0.059952038369304565,0,0,0
RUA CONCEIÇÃO B. SANTIAGO,31992,3,0,0,0,0,0,1,0,227,1.3215859030837005,0,0,0,1.3215859030837005,0,0,0
RUA CONDE D EU,825,22,0,1,0,0,0,11,0,1070,2.898550724637681,0,0,0,2.739971605131058,0,0,0.07836990595611285
RUA CONDE DE BONFIM,27529,4,0,0,0,0,0,2,0,297,1.2878787878787878,0,0,0,1.2878787878787878,0,0,0
RUA CONDE DE MONTE CRISTO,27820,12,0,1,0,0,0,6,0,338,3.7749287749287745,0,0,0,3.6276142635791757,0,0,0.32051282051282054
RUA CÔNEGO JOÃO BORGES,16993,9,0,1,0,0,0,4,0,533,2.091981647367271,0,0,0,2.439719046680151,0,0,0.10162601626016261
RUA CÔNEGO PEDRO SERRÃO,24546,11,0,0,0,0,0,6,0,503,2.23805951487872,0,0,0,2.189757623347177,0,0,0
RUA CÔNEGO PEQUENO,9415,36,0,0,0,0,0,16,0,1205,3.337041156840934,0,0,0,3.2186293818746408,0,0,0
RUA CONGONHAS,27316,6,0,1,0,0,0,3,0,341,2.083333333333333,0,0,0,1.7283343136811304,0,0,0.31446540880503143
RUA CONSELHEIRO CRISPINIANO PEREIRA NEPOMUCENO,10685,2,0,0,0,0,0,2,0,146,1.37012012012012,0,0,0,1.37012012012012,0,0,0
RUA CONSELHEIRO EUFROSINO BARBOSA PONTES,78,1,0,0,0,0,0,1,0,103,0.9708737864077669,0,0,0,0.9708737864077669,0,0,0
RUA CONSELHEIRO JOAQUIM BARBOSA DA SILVA,15741,7,0,0,0,0,0,3,0,288,2.564102564102564,0,0,0,9.456851392335263,0,0,0
RUA CONSELHEIRO PAULO DE ARAÚJO SOARES,2976,10,0,0,0,0,0,5,0,575,1.5384615384615385,0,0,0,1.825828996114971,0,0,0
RUA CONSTÂNCIA FRANCISCA URTIGA,2917,2,0,0,0,0,0,1,0,149,1.342281879194631,0,0,0,1.342281879194631,0,0,0
RUA CORAÃÃO DE JESUS,27111,2,0,0,0,0,0,1,0,85,2.3529411764705883,0,0,0,2.3529411764705883,0,0,0
RUA CORNÉLIO JACINTO DA SILVA,32298,6,0,0,0,0,0,4,0,384,1.7284495439835244,0,0,0,1.7325231402901304,0,0,0
RUA CORONEL ÁLVARO MIRAPALHETA,16128,9,0,0,0,0,0,6,0,328,2.73972602739726,0,0,0,4.5380674251890945,0,0,0
RUA CORONEL AMÉRICO PORTO,3026,9,0,0,0,0,0,4,0,548,1.5331296992481203,0,0,0,1.7503551133580328,0,0,0
RUA CORONEL ANÍBAL FERNANDES,19895,1,0,0,0,0,0,1,0,49,2.0408163265306123,0,0,0,2.0408163265306123,0,0,0
RUA CORONEL ANÍBAL FERREIRA,23027,12,0,0,0,0,0,5,0,575,2.158273381294964,0,0,0,2.3867307222755323,0,0,0
RUA CORONEL ANTÔNIO RODENBUSH,19933,2,0,0,0,0,0,2,0,195,1.027830487033523,0,0,0,1.027830487033523,0,0,0
RUA CORONEL DEMÓSTHENES BARBOSA,310,7,0,1,0,1,0,4,1,171,5.409356725146198,0,0,0,4.572091994692614,0,0,0.6944444444444444
RUA CORONEL EUFRÁSIO CÂMARA,28150,19,0,0,0,0,0,11,0,562,3.1746031746031744,0,0,0,6.29111641452867,0,0,0
RUA CORONEL HONORATO DA COSTA AGRA,15326,8,0,0,0,0,0,2,0,375,2.1367521367521367,0,0,0,2.1367521367521367,0,0,0
RUA CORONEL JOÃO FIGUEIRÊDO,23035,9,0,0,0,0,0,5,0,576,1.5625,0,0,0,1.6384626302849623,0,0,0
RUA CORONEL JOÃOLOURENÇO PORTO,11193,9,0,0,1,1,1,4,0,1263,1.8386275958302554,0,0,0,1.5102830793122144,0,0.13440860215053765,0
RUA CORONEL JOSÉ ANDRÉ,370,7,1,0,0,0,0,4,0,227,3.3730158730158726,0,0,0,3.075396825396825,0.4464285714285714,0,0
RUA CORONEL JOSÉ VICENTE,28460,6,0,0,0,0,0,3,0,434,1.4705882352941175,0,0,0,1.3506065911936236,0,0,0
RUA CORONEL JOVINO NEPOMUCENO,5118,8,0,1,0,0,0,4,0,355,2.49278759466282,0,0,0,3.3446080830456957,0,0,0.13297872340425532
RUA CORONEL LINDOLFO DE ALBUQUERQUE,29033,22,0,3,0,0,0,12,0,1238,2.5188536953242835,0,0,0,2.6541597078275494,0,0,0.4656084656084656
RUA CORONEL LINDOLFO DE ALBUQUERQUE MONTENEGRO,26034,20,0,0,0,0,0,12,0,690,2.941176470588235,0,0,0,5.569471335338208,0,0,0
RUA CORONEL SALVINO DE FIGUEIRÊDO,11258,7,0,0,0,0,0,3,0,486,1.8867924528301887,0,0,0,1.575600339991729,0,0,0
RUA CORONEL SEVERINO ALVES DA SILVA,710,2,0,0,0,0,0,1,0,199,1.0050251256281406,0,0,0,1.0050251256281406,0,0,0
RUA CORONEL SEVERINO DIAS NOVO,6378,11,0,0,0,0,0,5,0,452,2.3622047244094486,0,0,0,2.5002510377532055,0,0,0
RUA CORONEL WILSON VASCONCELOS,26620,4,0,0,0,0,0,2,0,224,1.6683518705763398,0,0,0,1.6683518705763398,0,0,0
RUA CORRETOR JOSÉ CARLOS FONSECA DE OLIVEIRA,19534,9,0,0,0,0,0,4,0,467,1.8706293706293706,0,0,0,2.747932387762896,0,0,0
RUA CRATO,19488,5,0,0,0,0,0,2,0,310,1.6504329004329004,0,0,0,1.6504329004329004,0,0,0
RUA CREUZA OLIVEIRA ARRUDA,38903,10,0,0,0,0,0,6,0,368,2.886710239651416,0,0,0,4.157088489789312,0,0,0
RUA CRISELEIDE MARIA VIEIRA SOUTO,26158,4,0,0,0,0,0,1,0,93,4.301075268817205,0,0,0,4.301075268817205,0,0,0
RUA CRISTIANO PALMEIRA,8206,13,0,0,0,0,0,6,0,522,2.9436920883820386,0,0,0,2.9432561616666604,0,0,0
RUA CRISTINA PROCÓPIO SILVA,15571,23,0,0,0,0,0,9,0,887,3.75,0,0,0,6.442048887445819,0,0,0
RUA CRISTINO COLAÃO,15725,7,0,0,0,0,0,3,0,338,2.2222222222222223,0,0,0,9.296296296296296,0,0,0
RUA CRISTO REDENTOR,700152,3,0,0,0,0,0,3,0,144,3.225806451612903,0,0,0,5.559395801331285,0,0,0
RUA CRISTÓVÃO COLOMBO,17698,5,0,0,1,1,0,5,0,448,1.0309278350515463,0,0,0,1.4229054192612165,0,0,0
RUA CRISTÓVÃO DE ALBUQUERQUE MONTENEGRO,28819,10,0,0,0,0,0,5,0,285,3.7037037037037033,0,0,0,3.5771814595344007,0,0,0
RUA CUBA,16705,4,0,0,0,0,0,2,0,262,1.6369884411121522,0,0,0,1.6369884411121522,0,0,0
RUA CUREMAS,12785,3,0,0,0,0,0,1,0,146,2.054794520547945,0,0,0,2.054794520547945,0,0,0
RUA CUREMAS II,12793,4,0,0,0,0,0,3,0,181,2.2222222222222223,0,0,0,2.199024269308754,0,0,0
RUA CURITIBA,29165,4,0,0,0,0,0,2,0,131,3.0578898225957047,0,0,0,3.0578898225957047,0,0,0
RUA CUSTÓDIO MIRANDA,20788,3,0,0,0,0,0,3,0,262,1.1363636363636365,0,0,0,1.1113886113886116,0,0,0
RUA DA BORBOREMA,28347,7,0,0,0,1,0,5,0,203,4.545454545454546,0,0,0,4.7701330927137375,0,0,0
RUA DA CERÂMICA,16268,37,0,4,0,0,0,19,0,780,4.761904761904762,0,0,0,5.451105453216819,0,0,0.45671940499610225
RUA DA CONCEIÇÃO,26905,35,0,0,0,0,0,18,0,1582,2.246214941672872,0,0,0,3.449991041629976,0,0,0
RUA DA INDEPENDÊNCIA,10502,8,0,0,0,0,1,4,2,402,2.159090909090909,0,0,0,2.0681075460487226,0,0.15151515151515152,0
RUA DAGOBERTO RENATO DAMIÃO DE ARAÚJO,7986,9,0,0,0,0,0,6,0,571,2.5478740668614086,0,0,0,2.3692705488866537,0,0,0
RUA DAMASCO,16454,53,0,6,0,0,0,23,0,2603,2.097902097902098,0,0,0,2.3395385532351676,0,0,0.20175675060568035
RUA DAMIÃO JOSÉ DE FARIAS,14095,2,0,0,0,0,0,1,0,148,1.3513513513513513,0,0,0,1.3513513513513513,0,0,0
RUA DAMIÃO JOSÉ RODRIGUES,23531,27,0,0,0,0,0,13,0,1171,1.8181818181818181,0,0,0,2.5411935828547256,0,0,0
RUA DANIEL LUIZ RODRIGUES,700275,16,0,5,0,0,0,13,0,1478,1.2048192771084338,0,0,0,1.8005352857527288,0,0,0.36401483005275775
RUA DANTAS BARRETO,17914,4,0,0,0,0,0,3,0,142,4.166666666666666,0,0,0,3.5399186371726414,0,0,0
RUA DARCY FERREIRA GALVÃO,33316,3,0,0,0,0,0,2,0,241,1.395097332372026,0,0,0,1.395097332372026,0,0,0
RUA DAS AROEIRAS,18929,5,0,0,0,0,0,4,0,204,2,0,0,0,2.462962962962963,0,0,0
RUA DAS CAMBEBAS,18830,2,0,0,0,0,0,1,0,156,1.282051282051282,0,0,0,1.282051282051282,0,0,0
RUA DAS CASTANHOLAS,1554,7,0,0,0,0,0,3,0,293,2.4390243902439024,0,0,0,2.7999179010022917,0,0,0
RUA DAS CATINGUEIRAS,19356,3,0,0,0,0,0,2,0,238,3.088199951934631,0,0,0,3.088199951934631,0,0,0
RUA DAS COROAS DE FRADE,18899,8,0,0,0,0,0,5,0,358,2,0,0,0,2.6397031539888682,0,0,0
RUA DAS CRAIBEIRAS,18910,3,0,0,0,0,0,1,0,205,1.4634146341463417,0,0,0,1.4634146341463417,0,0,0
RUA DAS GOGÓIAS,18783,1,0,0,0,0,0,1,0,150,0.6666666666666667,0,0,0,0.6666666666666667,0,0,0
RUA DAS INDÚSTRIAS,700281,4,0,0,0,0,0,4,0,402,1.579301075268817,0,0,0,1.473039729088116,0,0,0
RUA DAS JABOTICABEIRAS,19020,72,0,2,0,0,0,34,0,2311,3.8098693759071116,0,0,0,4.332022228534088,0,0,0.11538461538461539
RUA DAS JUREMAS,19151,17,0,0,0,0,0,9,0,790,1.9607843137254901,0,0,0,2.7314807626978244,0,0,0
RUA DAS MACAMBIRAS,19275,4,0,0,0,0,0,2,0,228,3.0008826125330983,0,0,0,3.0008826125330983,0,0,0
RUA DAS MALIÃAS,19100,3,0,0,0,0,0,3,0,157,1.9607843137254901,0,0,0,1.9186622017227943,0,0,0
RUA DAS OITICICAS,19070,5,0,0,0,0,0,3,0,307,1.7699115044247788,0,0,0,1.719600131104556,0,0,0
RUA DAS PALMAS,18864,5,0,0,0,0,0,2,0,298,1.6778523489932886,0,0,0,1.6778523489932886,0,0,0
RUA DAS PITOMBEIRAS,19321,19,0,0,0,0,0,11,0,754,2,0,0,0,3.017180391522841,0,0,0
RUA DAS QUIXABEIRAS,19518,9,0,0,0,0,0,4,0,408,2.9794149512459374,0,0,0,2.7768480987433826,0,0,0
RUA DAS UMBURANAS,19240,44,0,5,0,4,5,25,1,1311,4,0,0,0,7.434162684419187,0,1.6843156843156841,0.32499016435052985
RUA DÉCIO PEDROSA DE VASCONCELOS,36110,9,0,0,0,0,0,3,0,408,2.797202797202797,0,0,0,2.610887930036866,0,0,0
RUA DELMIRO GOUVEIA,10642,13,2,1,1,0,0,6,0,433,2.5015634771732334,0,0,0,2.8872784832016385,0.38314176245210724,0,0.21367521367521367
RUA DELZO DONATO,9407,3,0,0,0,0,0,1,0,183,1.639344262295082,0,0,0,1.639344262295082,0,0,0
RUA DEMERVAL TRIGUEIRO DO VALE,22608,9,0,0,0,0,0,3,0,252,3.7037037037037033,0,0,0,3.7674959660775262,0,0,0
RUA DEMÉTRIO QUINTANS MEIRA,28924,3,0,0,0,0,0,1,0,166,1.8072289156626504,0,0,0,1.8072289156626504,0,0,0
RUA DEPUTADO ÁLVARO GAUDÊNCIO,11312,13,0,0,0,0,1,4,1,485,2.5622094613070825,0,0,0,2.833755824461476,0,0.15723270440251574,0
RUA DEPUTADO ASCENDINO MOURA,12556,15,0,0,0,0,0,7,0,743,1.5151515151515151,0,0,0,3.452096021971798,0,0,0
RUA DEPUTADO EVERALDO DA COSTA AGRA,700466,8,0,0,0,0,0,6,0,384,1.6954022988505746,0,0,0,2.0549525249191545,0,0,0
RUA DEPUTADO JADER MEDEIROS,10570,15,0,0,0,0,0,5,0,450,3.6036036036036037,0,0,0,3.556499356499357,0,0,0
RUA DEPUTADO JOSÉ AURÉLIO,12068,11,0,2,0,0,0,8,0,1199,2.893518518518518,0,0,0,4.345652229491231,0,0,0.2976190476190476
RUA DEPUTADO JOSÉ GAUDÊNCIO,6564,20,0,1,0,0,0,11,0,689,2.73972602739726,0,0,0,3.4918896153970773,0,0,0.12453300124533001
RUA DEPUTADO JOSÉ SOARES MADRUGA,35106,7,0,0,0,0,0,4,0,1063,0.7548762607188875,0,0,0,1.1061543969465915,0,0,0
RUA DEPUTADO JOSÉ TAVARES,17388,4,0,0,0,0,0,4,0,327,1.37012012012012,0,0,0,1.2674281424281424,0,0,0
RUA DEPUTADO NOBERTO LEAL,1368,19,0,1,0,0,0,10,0,1008,1.72823023290313,0,0,0,2.363744768923609,0,0,0.07936507936507936
RUA DEPUTADO OSMAR DE AQUINO,7951,5,0,0,0,0,0,3,0,253,1.3157894736842104,0,0,0,4.18345245830626,0,0,0
RUA DEPUTADO ULISSES GUIMARÃES,700093,2,0,0,0,0,0,1,0,94,2.127659574468085,0,0,0,2.127659574468085,0,0,0
RUA DESEMBARGADOR ARQUIMEDES SOUTO MAIOR,477,14,0,0,0,0,0,8,0,667,2.2291021671826625,0,0,0,2.281958181656877,0,0,0
RUA DESEMBARGADOR AZEVEDO,574,13,0,1,0,0,0,5,0,813,1.6574585635359116,0,0,0,1.6665492184826078,0,0,0.11049723756906076
RUA DESEMBARGADOR TRINDADE,11266,13,0,0,0,0,0,5,0,632,1.9138755980861244,0,0,0,1.9422168051856172,0,0,0
RUA DESPORTISTA ELIAS MOTA,23795,3,0,0,0,0,0,2,0,115,2.6932440657334142,0,0,0,2.6932440657334142,0,0,0
RUA DEZESSEIS DE AGOSTO,700188,5,0,0,0,0,0,3,0,134,4.166666666666666,0,0,0,5.308080808080808,0,0,0
RUA DIAMANTINA,27324,5,0,0,0,0,0,2,0,263,1.8822843822843822,0,0,0,1.8822843822843822,0,0,0
RUA DIOGO DA COSTA,28304,11,0,0,0,0,0,4,0,557,2.1214392803598203,0,0,0,1.9718449598730046,0,0,0
RUA DIOMEDES PEREIRA TABOSA,35912,2,0,0,0,0,0,1,0,190,1.0526315789473684,0,0,0,1.0526315789473684,0,0,0
RUA DIONÍSIO MARQUES DE ALMEIDA,26638,7,0,0,0,0,0,2,0,305,2.404117315284828,0,0,0,2.404117315284828,0,0,0
RUA DJALMA MIGUEL DE MORAIS,5380,7,0,0,0,0,0,3,0,374,1.8181818181818181,0,0,0,1.8001818552951436,0,0,0
RUA DO CANAL,20230,11,0,0,0,0,0,6,0,454,2.665639445300462,0,0,0,2.8189969558916217,0,0,0
RUA DO JUÁ,15954,41,0,5,0,0,0,18,0,1538,2.7598020555767038,0,0,0,5.316962426940601,0,0,0.6254547847468201
RUA DO PROGRESSO,17035,8,0,0,0,0,0,8,0,394,1.7700501253132832,0,0,0,3.0333825636691842,0,0,0
RUA DO RANGEL,28274,3,0,0,0,0,0,1,0,138,2.1739130434782608,0,0,0,2.1739130434782608,0,0,0
RUA DO SOL,16306,40,0,11,1,2,2,23,1,1468,2.7027027027027026,0,0,0,2.911775237027924,0,0.11408483401319934,0.7011799203981928
RUA DO TAMBOR,15504,15,1,0,0,0,0,5,0,622,2.631578947368421,0,0,0,2.588465016620043,0.13157894736842105,0,0
RUA DO TRIÂNGULO,12025,2,0,0,0,0,0,1,0,162,1.2345679012345678,0,0,0,1.2345679012345678,0,0,0
RUA DOM ANSELMO PIETRULLA,24520,8,0,0,0,0,0,5,0,362,2.941176470588235,0,0,0,2.964865020323644,0,0,0
RUA DOM BOSCO,7072,5,0,1,0,0,0,5,0,349,1.5625,0,0,0,1.509503703288071,0,0,0.29850746268656714
RUA DOM PEDRO I,10480,25,0,7,0,1,3,8,1,1241,2.4853349799320776,0,0,0.19157088122605362,2.5136488967535486,0,0.24840866777368037,0.4003780727918659
RUA DOM PEDRO II,663,25,0,5,0,1,3,13,2,2016,1.2269938650306749,0,0,0,1.3457749521406481,0,0.1661268556005398,0.22197062246345367
RUA DOMINGOS SARMENTO,8125,4,0,0,0,0,0,2,0,157,2.5478740668614086,0,0,0,2.5478740668614086,0,0,0
RUA DOMITILA CABRAL DE CASTRO,21008,5,0,0,0,0,0,3,0,497,1.5384615384615385,0,0,0,1.3864213864213866,0,0,0
RUA DOMITILA CABRAL DE CASTRO,21088,15,0,2,0,0,0,7,0,459,6.666666666666667,0,0,0,5.468114365040224,0,0,0.1831802916793875
RUA DORGIVAL DE OLIVEIRA,26719,3,0,0,0,0,0,1,0,151,1.9867549668874174,0,0,0,1.9867549668874174,0,0,0
RUA DOS AVELOZES,18880,9,0,1,0,1,0,5,0,573,1.3333333333333335,0,0,0,2.179247770313587,0,0,0.1342281879194631
RUA DOS CARDEIROS,19291,6,0,0,0,0,0,2,0,212,6.299427324788655,0,0,0,6.299427324788655,0,0,0
RUA DOS CARUÁS,19496,5,0,0,0,0,0,2,0,205,2.934810287751464,0,0,0,2.934810287751464,0,0,0
RUA DOS CUMARUS,19089,7,0,0,0,0,0,4,0,257,4,0,0,0,3.506734006734007,0,0,0
RUA DOS FACHEIROS,19127,2,0,0,0,0,0,1,0,158,1.2658227848101267,0,0,0,1.2658227848101267,0,0,0
RUA DOS JUAZEIROS,19135,5,0,0,0,0,0,3,0,260,1.9607843137254901,0,0,0,2.3827252419955323,0,0,0
RUA DOS JUCÁS,19119,2,0,0,0,0,0,1,0,158,1.2658227848101267,0,0,0,1.2658227848101267,0,0,0
RUA DOS MARMELEIROS,18902,3,0,0,0,0,0,1,0,205,1.4634146341463417,0,0,0,1.4634146341463417,0,0,0
RUA DOS MELÕES DE SÃO CAETANO,19062,4,0,0,0,0,0,2,0,308,1.2987012987012987,0,0,0,1.2987012987012987,0,0,0
RUA DOS PAU D ARCOS,18856,12,0,1,0,0,0,7,0,504,2,0,0,0,2.4089950297264906,0,0,0.2857142857142857
RUA DOS PEREIROS,19399,10,0,1,0,0,0,4,0,276,3.3157894736842106,0,0,0,5.870857699805068,0,0,1.25
RUA DOS PINHÕES,18813,2,0,0,0,0,0,1,0,150,1.3333333333333335,0,0,0,1.3333333333333335,0,0,0
RUA DOS UMBUZEIROS,19313,4,0,0,0,0,0,3,0,250,2,0,0,0,2.7037037037037037,0,0,0
RUA DOS XIQUEXIQUES,19437,10,0,0,0,0,0,6,0,516,1.9237883832778393,0,0,0,2.2030602274775415,0,0,0
RUA DOURINHA VASCONCELOS,16837,5,0,0,0,0,0,3,0,238,4,0,0,0,3.2116402116402116,0,0,0
RUA DOUTOR ACÁCIO DE FIGUEIRÊDO,28193,18,0,1,0,0,0,9,0,545,3.508771929824561,0,0,0,3.738816258008581,0,0,0.1949317738791423
RUA DOUTOR ADO CORDEIRO SOBRINHO,6343,18,0,1,0,0,0,14,0,1189,1.662087912087912,0,0,0,1.8544538851044774,0,0,0.0992063492063492
RUA DOUTOR AGRA,10537,2,0,0,0,0,0,1,0,149,1.342281879194631,0,0,0,1.342281879194631,0,0,0
RUA DOUTOR AGUINALDO AGRA,27197,4,0,0,0,0,0,2,0,159,2.51661918328585,0,0,0,2.51661918328585,0,0,0
RUA DOUTOR ALBERTO GENTILLE,18503,2,0,0,0,0,0,1,0,114,1.7543859649122806,0,0,0,1.7543859649122806,0,0,0
RUA DOUTOR ANTÔNIO AMÉRICO ARRUDA,36498,10,0,0,0,0,0,10,0,916,1.4346764346764345,0,0,0,1.349159931867899,0,0,0
RUA DOUTOR ANTÔNIO CAMBOIM,6645,11,0,0,0,0,0,7,0,505,2.3255813953488373,0,0,0,2.5362748759184575,0,0,0
RUA DOUTOR ANTÔNIO FIGUEIRÊDO AGRA,25429,14,0,0,0,0,0,5,0,670,1.8518518518518516,0,0,0,2.268932308265533,0,0,0
RUA DOUTOR ANTÔNIO SÁ,17680,3,0,0,0,0,0,3,0,265,1.1363636363636365,0,0,0,1.226245505906523,0,0,0
RUA DOUTOR ANTÔNIO TELHA,12637,5,0,0,0,0,0,4,0,507,0.9164222873900294,0,0,0,0.9927485487360169,0,0,0
RUA DOUTOR AROLDO CRUZ,14494,13,0,0,0,0,0,8,0,498,2.8717948717948723,0,0,0,2.9045238822024535,0,0,0
RUA DOUTOR AURÉLIO FEITOSA VENTURA,4081,5,0,0,0,0,0,3,0,269,1.6260162601626018,0,0,0,3.3838857619345424,0,0,0
RUA DOUTOR CARLOS AGRA,17400,4,0,0,0,0,0,4,0,342,1.1507936507936507,0,0,0,1.1736874236874237,0,0,0
RUA DOUTOR CARLOS CHAGAS,11541,6,0,0,0,0,0,2,0,342,2.0007020007020007,0,0,0,2.0007020007020007,0,0,0
RUA DOUTOR CHATEAUBRIAND,11568,10,0,0,5,5,1,4,0,421,3.015151515151515,0,0,0,2.6055363385900874,0,0.19685039370078738,0
RUA DOUTOR CLÁUDIO PORTO,13390,3,0,0,0,0,0,3,0,262,1.0638297872340425,0,0,0,1.1647951142631994,0,0,0
RUA DOUTOR DJALMA HERCULANO PORTO,13781,4,0,0,0,0,0,2,0,597,0.8471690080885483,0,0,0,0.8471690080885483,0,0,0
RUA DOUTOR EDÉSIO SILVA,25046,40,0,0,0,0,0,18,0,2236,1.5510839621511558,0,0,0,2.343396082431311,0,0,0
RUA DOUTOR EDUARDO CORREIA LIMA,19712,6,0,0,0,0,0,2,0,451,1.3093254731086335,0,0,0,1.3093254731086335,0,0,0
RUA DOUTOR FLORIANO MENDES FREIRE,25410,13,0,1,0,0,0,5,0,624,2.1739130434782608,0,0,0,4.446465805232514,0,0,0.21739130434782608
RUA DOUTOR FRANCISCO BRASILEIRO,25984,25,1,5,0,0,0,12,1,590,3.8838612368024132,0,0,0,4.59310599377192,0.16339869281045752,0,0.8111974349488222
RUA DOUTOR FRANCISCO DE LIMA NETO,9180,4,0,0,0,0,0,1,0,209,1.9138755980861244,0,0,0,1.9138755980861244,0,0,0
RUA DOUTOR FRANCISCO PINTO DE OLIVEIRA,20818,27,0,5,0,0,0,17,0,1575,2.631578947368421,0,0,0,3.2917344964946347,0,0,0.29695508010796406
RUA DOUTOR GILVAN BARBOSA,14478,9,0,0,0,0,0,5,0,324,4,0,0,0,10.188983050847458,0,0,0
RUA DOUTOR GIOVANNI GIOIA,24805,6,0,0,0,0,0,2,0,383,1.5674451598821348,0,0,0,1.5674451598821348,0,0,0
RUA DOUTOR GUTEMBERG UCHOA DE ARAÚJO,12823,6,0,0,0,0,0,2,0,432,1.7307692307692308,0,0,0,1.7307692307692308,0,0,0
RUA DOUTOR HAMILTON DE SOUZA NEVES,25372,8,0,2,0,0,0,4,0,563,1.3865147198480532,0,0,0,1.398485103195248,0,0,0.38461538461538464
RUA DOUTOR HÉLIO VINAGRE VILAR,26131,3,0,0,0,0,0,1,0,119,2.5210084033613445,0,0,0,2.5210084033613445,0,0,0
RUA DOUTOR INÁCIO MAYER,10740,6,0,0,0,0,0,2,0,378,1.7172971499530545,0,0,0,1.7172971499530545,0,0,0
RUA DOUTOR JOÃO ARLINDO CORREA,18937,20,0,0,0,0,0,5,0,966,2.6490066225165565,0,0,0,2.21782955724243,0,0,0
RUA DOUTOR JOÃO CARIRI,25399,6,0,0,0,0,0,3,0,506,0.9708737864077669,0,0,0,1.530552360842498,0,0,0
RUA DOUTOR JOÃO HONÓRIO DE MELO,5053,17,0,3,0,0,0,8,0,668,2.4695121951219514,0,0,0,2.6535867152094057,0,0,0.7552083333333333
RUA DOUTOR JOÃO MOURA,11444,12,0,0,0,0,1,7,1,807,1.6129032258064515,0,0,0,1.9654457364254188,0,0.18552875695732837,0
RUA DOUTOR JOÃO TAVARES,11320,22,0,0,1,1,0,8,2,658,3.6683904330963157,0,0,0,4.155191268162244,0,0,0
RUA DOUTOR JOÃO TAVARES,19178,7,0,0,0,0,0,4,0,260,2.7747941281775867,0,0,0,2.8115625212731183,0,0,0
RUA DOUTOR JOSÉ AUGUSTO RIBEIRO,9270,12,0,0,0,0,0,6,0,422,3.4434490481522957,0,0,0,4.701401398964571,0,0,0
RUA DOUTOR JOSÉ DE ALENCAR NUNES MOREIRA,18708,6,0,0,0,0,0,4,0,326,2,0,0,0,2.284090909090909,0,0,0
RUA DOUTOR JOSÉ GONDIM,8249,4,0,0,0,0,0,2,0,157,3.536036036036036,0,0,0,3.536036036036036,0,0,0
