objectid,numero,ponteid,observacao,sequencial,compriment,nomeusual,distritoid,setorid,tipolograd,redeaguasp,tipopavime,estadocons,meiofio,separacaov,sentidovia,calcadaimp,calcadapar,sinalizaca,dispositiv,sinaliza_1,sinaliza_2,ponte,redeagua,redetelefo,redeesgoto,redeilumin,redeenergi,areasverde,arvore,lixeirapub,telefonepu,bancos,hidrantes,caixacorre,bancajorna,pontoonibu,pontotaxi,pontomotot,placapubli,placatrans,semaforo,faixapedes,poste,formulario,pesquisado,eglid,logradouro,coletalixo,trechoviai,trechovi_1,nomelograd
1816,0,0,,8096,0,,10,10,1,1,2,1,2,5,2,1,1,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212185,7,8918,24988,,8918,8918,RUA CASSIANO PEREIRA
1817,0,0,,8100,0,,10,10,1,3,6,4,4,5,2,3,3,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212188,7,8922,25046,,8922,8922,RUA DOUTOR EDÉSIO SILVA
1818,0,0,,8101,0,,10,10,1,3,6,4,3,5,2,2,4,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212952,7,8923,25062,,8923,8923,NÃO IDENTIFICADO 25062
1819,0,0,,8342,0,,10,10,7,3,6,4,4,5,2,4,4,4,4,4,4,6,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4,213115,12,9184,700262,,9184,9184,RUA JOSÉ PAULINO DA ROCHA
1820,0,0,,8350,0,,10,10,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212954,7,9192,25097,,9192,9192,NÃO IDENTIFICADO 25097
1821,0,0,,8351,0,,10,10,1,1,2,2,2,5,2,2,2,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212200,7,9193,25003,,9193,9193,RUA GETÚLIO CAVALCANTE
1822,0,0,,8358,0,,10,10,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,212016,13,9200,700207,,9200,9200,RUA HENRIQUE MARTINS DE OLIVEIRA
1823,0,0,,8388,0,,10,10,1,1,2,3,2,5,2,4,2,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212204,7,9234,25240,,9234,9234,RUA DOUTOR VENTURA
1824,0,0,,8379,0,,10,10,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212955,7,9224,14044,,9224,9224,RUA MARIA GOMES CARNEIRO
1825,0,0,,8386,0,,10,10,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212962,7,9232,14044,,9232,9232,RUA MARIA GOMES CARNEIRO
1826,0,0,,8382,0,,10,10,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212958,7,9228,14044,,9228,9228,RUA MARIA GOMES CARNEIRO
1827,0,0,,9206,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208114,11,10074,36811,,10074,10074,RUA LEONARDO HÉLIO BEZERRA CAVALCANTI
1828,0,0,,9208,0,,11,11,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208116,11,10076,36811,,10076,10076,RUA LEONARDO HÉLIO BEZERRA CAVALCANTI
1829,0,0,,9210,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208118,11,10078,36498,,10078,10078,RUA DOUTOR ANTÔNIO AMÉRICO ARRUDA
1830,0,0,,9211,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208119,11,10079,36498,,10079,10079,RUA DOUTOR ANTÔNIO AMÉRICO ARRUDA
1831,0,0,,9213,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208121,11,10081,36498,,10081,10081,RUA DOUTOR ANTÔNIO AMÉRICO ARRUDA
1832,0,0,,6176,0,,9,9,1,3,2,1,4,5,2,1,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,209714,12,6914,19429,,6914,6914,RUA PATOS
1833,0,0,,9216,0,,11,11,1,2,2,1,2,5,2,2,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,208124,11,10086,36501,,10086,10086,RUA JOANA ALVES DE MELO
1834,0,0,,9221,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,208129,11,10092,36714,,10092,10092,RUA JOÃO ALBERTO COUTO MAIA
1835,0,0,,9227,0,,11,11,1,3,6,4,4,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208135,11,10100,36676,,10100,10100,RUA ALCIDES TRAVASSOS RAMOS
1837,0,0,,9230,0,,11,11,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,208139,11,10105,36617,,10105,10105,RUA VIVIEN ALBUQUERQUE PESSOA
1838,0,0,,9232,0,,11,11,1,3,6,4,4,5,2,3,3,4,4,4,4,6,3,1,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,208141,11,10107,36579,,10107,10107,RUA EMANOEL SOARES SANTOS FILHO
1839,0,0,,9235,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208144,11,10111,36692,,10111,10111,RUA JOSÉ DE SOUSA CAVALCANTI
1840,0,0,,9238,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208147,11,10116,36846,,10116,10116,RUA VEREADOR MARTIN NOILTON DANTAS
1841,0,0,,9241,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,208150,11,10120,36862,,10120,10120,RUA FIRMINO LEOPOLDINO DA COSTA
1842,0,0,,9248,0,,11,11,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208157,11,10127,36854,,10127,10127,RUA JOARI COSTA JÚNIOR
1843,0,0,,9249,0,,11,11,1,3,6,4,4,5,2,2,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208158,11,10128,36854,,10128,10128,RUA JOARI COSTA JÚNIOR
1844,0,0,,9254,0,,11,11,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208163,11,10134,36722,,10134,10134,RUA MAURÍLIO PACHECO DE BRITO
1845,0,0,,9256,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208165,11,10136,36498,,10136,10136,RUA DOUTOR ANTÔNIO AMÉRICO ARRUDA
1846,0,0,,9257,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,208166,11,10137,36722,,10137,10137,RUA MAURÍLIO PACHECO DE BRITO
1847,0,0,,9258,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208167,11,10138,36498,,10138,10138,RUA DOUTOR ANTÔNIO AMÉRICO ARRUDA
1848,0,0,,9251,0,,11,11,1,3,5,3,4,5,2,3,3,4,4,4,4,6,3,1,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,208160,11,10131,36633,,10131,10131,RUA MARIA APARECIDA DA SILVA
1849,0,0,,9259,0,,11,11,1,3,5,3,4,5,2,3,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208168,11,10139,36722,,10139,10139,RUA MAURÍLIO PACHECO DE BRITO
1850,0,0,,9262,0,,11,11,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208171,11,10142,36722,,10142,10142,RUA MAURÍLIO PACHECO DE BRITO
1851,0,0,,9263,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208172,11,10143,36544,,10143,10143,RUA ARNALDO CORREIA DE SIQUEIRA
1852,0,0,,9266,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208175,11,10148,36480,,10148,10148,RUA VALDEMAR CALIXTO PEREIRA
1853,0,0,,9270,0,,11,11,1,2,2,2,2,5,2,3,3,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208179,11,10154,700362,,10154,10154,RUA INÁCIO GOMES DA SILVA
1854,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11131,700414,,11131,11131,RUA AMÉLIA CAMPOS
1855,0,0,,9291,0,,11,11,1,2,2,1,2,5,2,3,3,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208200,11,10177,700370,,10177,10177,RUA JOSÉ ANTÔNIO DE SOUZA
1856,0,0,,9292,0,,11,11,1,3,6,4,2,5,2,1,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208201,11,10178,700369,,10178,10178,RUA JOSÉ PIÓ DE OLIVEIRA
1857,0,0,,9294,0,,11,11,1,2,2,1,2,5,2,4,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208203,11,10181,700364,,10181,10181,RUA SEVERINO JOSÉ DE BRITO
1858,0,0,,9295,0,,11,11,1,2,2,1,2,5,2,3,1,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208204,11,10182,700364,,10182,10182,RUA SEVERINO JOSÉ DE BRITO
1859,0,0,,9297,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,208206,11,10184,700376,,10184,10184,"RUA SEM DENOMINAÇÃO 
202
1"
1860,0,0,,9299,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,208208,11,10186,700369,,10186,10186,RUA JOSÉ PIÓ DE OLIVEIRA
1861,0,0,,9300,0,,11,11,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208209,11,10187,700368,,10187,10187,RUA ISABEL EVARISTO DE MACEDO
1862,0,0,,9305,0,,11,11,1,3,2,1,2,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208215,11,10193,11592,,10193,10193,AVENIDA JORNALISTA ASSIS CHATEAUBRIAND
1863,0,0,,9306,0,,11,11,1,2,2,1,2,5,2,3,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208216,11,10194,700367,,10194,10194,RUA ANTÔNIO GAMA SANTOS
1864,0,0,,9309,0,,11,11,1,2,2,1,2,5,2,3,3,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208219,11,10197,700367,,10197,10197,RUA ANTÔNIO GAMA SANTOS
1865,0,0,,9312,0,,11,11,1,3,2,1,2,5,2,1,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208222,11,10201,700366,,10201,10201,RUA GAMA QUATRO
1866,0,0,,9313,0,,11,11,1,2,2,1,2,5,2,1,1,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208223,11,10203,700389,,10203,10203,"RUA SEM DENOMINAÇÃO 
212
1"
1867,0,0,,9320,0,,11,11,2,3,1,1,2,1,2,4,4,4,4,1,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,208230,11,10210,11592,,10210,10210,AVENIDA JORNALISTA ASSIS CHATEAUBRIAND
1868,0,0,,9322,0,,11,11,1,3,2,1,2,5,2,1,1,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208232,11,10212,700382,,10212,10212,RUA ANTÔNIO TEIXEIRA
1869,0,0,,9323,0,,11,11,1,2,2,1,2,5,2,1,3,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208233,11,10213,700385,,10213,10213,"RUA SEM DENOMINAÇÃO 
208
1"
1870,0,0,,9328,0,,11,11,1,2,2,1,2,5,2,1,1,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208238,11,10219,700381,,10219,10219,RUA ZEFERINO AGRA DE SOUZA
1871,0,0,,9329,0,,11,11,1,2,2,1,2,5,2,1,1,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208239,11,10220,700381,,10220,10220,RUA ZEFERINO AGRA DE SOUZA
1872,0,0,,9336,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208247,11,10228,700394,,10228,10228,"RUA SEM DENOMINAÇÃO 
217
1"
1873,0,0,,9337,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208248,11,10229,37028,,10229,10229,RUA PERSEU DANTAS
1874,0,0,,9349,0,,11,11,1,3,6,4,4,5,2,2,1,4,4,2,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207911,2,10242,14060,,10242,10242,RUA PEDRO SILVA
1875,0,0,,9341,0,,11,11,1,3,2,1,2,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208252,11,10233,35106,,10233,10233,RUA DEPUTADO JOSÉ SOARES MADRUGA
1876,0,0,,9343,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208254,11,10235,700396,,10235,10235,"RUA SEM DENOMINAÇÃO 
219
3"
1877,0,0,,9345,0,,11,11,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,208256,11,10237,35106,,10237,10237,RUA DEPUTADO JOSÉ SOARES MADRUGA
1878,0,0,,9346,0,,11,11,1,3,6,4,4,5,2,2,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207908,2,10238,24902,,10238,10238,RUA CAPITÃO PEDRO FRANCISCO DE MACEDO
1879,0,0,,9347,0,,11,11,1,3,6,4,4,5,2,2,2,4,4,3,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207909,2,10239,14052,,10239,10239,RUA ROBERTO CAVALCANTE ALBUQUERQUE
1880,0,0,,9351,0,,11,11,1,3,6,4,4,5,2,1,1,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207913,2,10244,14087,,10244,10244,RUA EVANDRO VERÍSSIMO DE LIMA
1881,0,0,,9352,0,,11,11,1,3,6,4,4,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207914,2,10245,14079,,10245,10245,RUA SALOMÃO PEREIRA DE ALMEIDA
1882,0,0,,9353,0,,11,11,1,3,6,4,4,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207915,2,10248,14095,,10248,10248,RUA DAMIÃO JOSÉ DE FARIAS
1883,0,0,,9356,0,,11,11,1,2,1,2,2,5,2,1,1,3,4,1,4,6,1,1,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,2,207918,2,10255,24953,,10255,10255,RUA JOSÉ FIRMINO DA SILVA
1884,0,0,,9358,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207920,2,10257,142571,,10257,10257,NÃO IDENTIFICADO 142571
1885,0,0,,9359,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207921,2,10258,700209,,10258,10258,"RUA SEM DENOMINAÇÃO 
129
1"
1886,0,0,,9360,0,,11,11,1,3,6,4,4,5,2,2,1,4,4,4,4,6,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207922,2,10259,25003,,10259,10259,RUA GETÚLIO CAVALCANTE
1887,0,0,,9361,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207923,2,10260,25003,,10260,10260,RUA GETÚLIO CAVALCANTE
1888,0,0,,9362,0,,11,11,1,3,6,4,4,5,2,3,3,4,4,4,4,6,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207924,2,10261,25003,,10261,10261,RUA GETÚLIO CAVALCANTE
1889,0,0,,9363,0,,11,11,1,3,6,4,4,5,2,2,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207925,2,10262,25003,,10262,10262,RUA GETÚLIO CAVALCANTE
1890,0,0,,9366,0,,11,11,1,3,6,4,4,5,2,3,3,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207928,2,10265,14052,,10265,10265,RUA ROBERTO CAVALCANTE ALBUQUERQUE
1891,0,0,,9367,0,,11,11,1,2,1,2,2,5,2,2,2,3,4,2,4,6,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207929,2,10269,24953,,10269,10269,RUA JOSÉ FIRMINO DA SILVA
1892,0,0,,9375,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207937,2,10288,25070,,10288,10288,NÃO IDENTIFICADO 25070
1893,0,0,,9379,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207941,2,10293,13595,,10293,10293,RUA MANOEL VIRIATO DE SOUZA
1894,0,0,,9380,0,,11,11,3,3,6,4,4,5,2,2,4,4,4,4,4,6,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207942,2,10303,14508,,10303,10303,TRAVESSA DO JUÁ
1895,0,0,,9381,0,,11,11,1,3,6,4,4,5,2,1,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207943,2,10304,25062,,10304,10304,NÃO IDENTIFICADO 25062
1896,0,0,,9382,0,,11,11,1,3,6,4,4,2,2,2,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207944,2,10305,25070,,10305,10305,NÃO IDENTIFICADO 25070
1897,0,0,,9391,0,,11,11,3,3,6,4,4,5,2,3,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207953,2,10314,14508,,10314,10314,TRAVESSA DO JUÁ
1898,0,0,,9395,0,,11,11,1,3,6,4,4,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207957,2,10322,35890,,10322,10322,RUA JOAQUIM VIEIRA DE MIRANDA
1899,0,0,,9396,0,,11,11,1,3,6,4,4,5,2,2,3,4,4,3,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207959,2,10324,38423,,10324,10324,NÃO IDENTIFICADO 38423
1900,0,0,,9397,0,,11,11,1,3,6,4,4,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207960,2,10325,14133,,10325,10325,RUA RAIMUNDO DA SILVA RIBEIRO
1901,0,0,,9401,0,,11,11,1,3,6,4,4,5,2,2,2,4,4,2,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207964,2,10329,25097,,10329,10329,NÃO IDENTIFICADO 25097
1902,0,0,,9402,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207965,2,10330,25062,,10330,10330,NÃO IDENTIFICADO 25062
1903,0,0,,9405,0,,11,11,2,2,1,2,2,5,2,3,4,3,4,2,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207680,2,10333,11592,,10333,10333,AVENIDA JORNALISTA ASSIS CHATEAUBRIAND
1904,0,0,,9406,0,,11,11,1,2,1,1,2,5,2,2,3,3,4,2,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207969,2,10334,14133,,10334,10334,RUA RAIMUNDO DA SILVA RIBEIRO
1905,0,0,,9407,0,,11,11,1,2,1,1,2,5,2,2,2,2,4,2,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207970,2,10335,14133,,10335,10335,RUA RAIMUNDO DA SILVA RIBEIRO
1906,0,0,,9408,0,,11,11,1,2,1,2,2,5,2,2,2,3,4,3,4,6,1,1,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,2,207971,2,10336,14133,,10336,10336,RUA RAIMUNDO DA SILVA RIBEIRO
1907,0,0,,9412,0,,11,11,7,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,207682,7,10340,38423,,10340,10340,NÃO IDENTIFICADO 38423
1908,0,0,,9413,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,207683,7,10341,13340,,10341,10341,AVENIDA JOÃO WALLIG
1909,0,0,,9414,0,,11,11,1,1,1,1,1,5,2,4,1,4,4,4,4,6,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207684,7,10342,13650,,10342,10342,RUA HERBERT MULLER
1910,0,0,,3024,0,,4,4,1,1,2,1,2,5,2,2,1,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,203733,7,3344,17582,,3344,3344,RUA AUGUSTO DOS ANJOS
1911,0,0,,9417,0,,11,11,1,1,1,1,2,5,2,4,2,4,4,4,4,6,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207687,7,10345,13650,,10345,10345,RUA HERBERT MULLER
1912,0,0,,9419,0,,11,11,2,1,1,3,1,5,2,4,4,4,4,4,4,6,3,3,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207689,7,10348,13587,,10348,10348,AVENIDA AEROCLUBE
1913,0,0,,9420,0,,11,11,1,1,1,3,1,5,2,4,4,4,4,4,4,6,3,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207690,7,10349,13587,,10349,10349,AVENIDA AEROCLUBE
1914,0,0,,9421,0,,9,9,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,209193,12,10350,14206,,10350,10350,NÃO IDENTIFICADO 14206
1915,0,0,,9425,0,,11,11,7,3,6,4,4,5,2,4,4,4,4,4,4,6,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,207695,7,10354,14206,,10354,10354,NÃO IDENTIFICADO 14206
1916,0,0,,9426,0,,11,11,1,3,6,4,4,5,2,2,3,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207975,2,10357,13528,,10357,10357,RUA MARIVALDO BARBOSA ALVES
1917,0,0,,9427,0,,11,11,1,2,1,2,2,5,2,3,4,4,4,3,4,6,1,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,207976,2,10360,14133,,10360,10360,RUA RAIMUNDO DA SILVA RIBEIRO
1918,0,0,,9428,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207977,2,10361,14133,,10361,10361,RUA RAIMUNDO DA SILVA RIBEIRO
1919,0,0,,9431,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207980,2,10364,13331,,10364,10364,RUA BELTRANDO DE FARIAS CASTRO
1920,0,0,,9432,0,,11,11,1,3,6,4,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207981,2,10365,13331,,10365,10365,RUA BELTRANDO DE FARIAS CASTRO
1921,0,0,,9435,0,,11,11,2,3,6,4,4,5,2,2,2,4,4,4,4,6,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,207984,2,10368,13439,,10368,10368,AVENIDA JOSÉ HAMILTON ALVES
1922,0,0,,9436,0,,10,10,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212037,13,10369,13323,,10369,10369,RUA HORÁCIO ALMEIDA
1923,0,0,,9437,0,,10,10,1,3,5,3,4,5,2,4,4,4,4,4,4,6,3,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,212038,13,10370,13323,,10370,10370,RUA HORÁCIO ALMEIDA
